name	median	min	max	runs	allocs
BenchmarkBody/map4096/hash2m/sight/SweepAll	324.7	317.1	336.4	3	0
BenchmarkBody/map4096/hash4m/proj/Sweep	36.3	35.1	38.0	3	0
BenchmarkBody/map4096/hash4m/proj/Blocked	33.5	32.0	34.0	3	0
BenchmarkBody/map4096/hash4m/proj/SweepAll	35.3	34.5	36.3	3	0
BenchmarkBody/map4096/hash4m/body/Sweep	46.2	43.2	46.8	3	0
BenchmarkBody/map4096/hash4m/body/Blocked	39.2	36.8	40.6	3	0
BenchmarkBody/map4096/hash4m/body/SweepAll	42.6	41.8	45.4	3	0
BenchmarkBody/map4096/hash4m/lospair/Sweep	46.1	43.2	46.5	3	0
BenchmarkBody/map4096/hash4m/lospair/Blocked	40.0	38.2	42.1	3	0
BenchmarkBody/map4096/hash4m/lospair/SweepAll	42.0	41.0	44.8	3	0
BenchmarkBody/map4096/hash4m/sight/Sweep	202.4	197.4	204.0	3	0
BenchmarkBody/map4096/hash4m/sight/Blocked	160.5	155.8	161.9	3	0
BenchmarkBody/map4096/hash4m/sight/SweepAll	227.1	220.9	234.4	3	0
BenchmarkOverlap/crowd256/hash1m/point	17.0	16.9	18.3	3	0
BenchmarkOverlap/crowd256/hash1m/r3.1m	588.3	583.7	601.2	3	0
BenchmarkOverlap/crowd256/hash1m/r36.9m	13437.0	13426.0	13994.0	3	0
BenchmarkOverlap/crowd256/hash2m/point	25.3	25.2	26.0	3	0
BenchmarkOverlap/crowd256/hash2m/r3.1m	311.8	309.9	331.8	3	0
BenchmarkOverlap/crowd256/hash2m/r36.9m	4694.0	4653.0	4805.0	3	0
BenchmarkOverlap/crowd256/hash4m/point	53.3	53.1	55.8	3	0
BenchmarkOverlap/crowd256/hash4m/r3.1m	263.0	258.9	269.8	3	0
BenchmarkOverlap/crowd256/hash4m/r36.9m	2194.0	2068.0	2405.0	3	0
BenchmarkOverlap/arena1024/hash1m/point	9.8	9.7	10.0	3	0
BenchmarkOverlap/arena1024/hash1m/r3.1m	561.1	550.4	568.0	3	0
BenchmarkOverlap/arena1024/hash1m/r36.9m	28907.0	28811.0	29642.0	3	0
BenchmarkOverlap/arena1024/hash2m/point	11.9	11.8	12.2	3	0
BenchmarkOverlap/arena1024/hash2m/r3.1m	271.8	266.1	280.1	3	0
BenchmarkOverlap/arena1024/hash2m/r36.9m	9375.0	9374.0	9517.0	3	0
BenchmarkOverlap/arena1024/hash4m/point	18.2	18.2	19.0	3	0
BenchmarkOverlap/arena1024/hash4m/r3.1m	170.9	168.3	173.5	3	0
BenchmarkOverlap/arena1024/hash4m/r36.9m	4351.0	4345.0	4490.0	3	0
BenchmarkOverlap/map4096/hash1m/point	8.1	7.9	8.5	3	0
BenchmarkOverlap/map4096/hash1m/r3.1m	419.5	413.7	430.1	3	0
BenchmarkOverlap/map4096/hash1m/r36.9m	37413.0	37356.0	38743.0	3	0
BenchmarkOverlap/map4096/hash2m/point	8.6	8.6	9.1	3	0
BenchmarkOverlap/map4096/hash2m/r3.1m	163.7	163.6	169.5	3	0
BenchmarkOverlap/map4096/hash2m/r36.9m	11000.0	10966.0	11197.0	3	0
BenchmarkOverlap/map4096/hash4m/point	10.5	10.2	10.7	3	0
BenchmarkOverlap/map4096/hash4m/r3.1m	87.6	87.0	89.7	3	0
BenchmarkOverlap/map4096/hash4m/r36.9m	4030.0	3947.0	4098.0	3	0
BenchmarkBodyUpdate/crowd256/hash1m/Rebuild	7895.0	7824.0	8052.0	3	0
BenchmarkBodyUpdate/crowd256/hash1m/Update	4712.0	4671.0	4874.0	3	0
BenchmarkBodyUpdate/crowd256/hash2m/Rebuild	4614.0	4567.0	4991.0	3	0
BenchmarkBodyUpdate/crowd256/hash2m/Update	2320.0	2317.0	2464.0	3	0
BenchmarkBodyUpdate/crowd256/hash4m/Rebuild	3614.0	3565.0	3642.0	3	0
BenchmarkBodyUpdate/crowd256/hash4m/Update	1874.0	1867.0	1952.0	3	0
BenchmarkBodyUpdate/arena1024/hash1m/Rebuild	38087.0	36273.0	38286.0	3	0
BenchmarkBodyUpdate/arena1024/hash1m/Update	16849.0	16563.0	17591.0	3	0
BenchmarkBodyUpdate/arena1024/hash2m/Rebuild	21771.0	21313.0	21936.0	3	0
BenchmarkBodyUpdate/arena1024/hash2m/Update	9129.0	9090.0	9149.0	3	0
BenchmarkBodyUpdate/arena1024/hash4m/Rebuild	16470.0	16020.0	16666.0	3	0
BenchmarkBodyUpdate/arena1024/hash4m/Update	7283.0	7201.0	7659.0	3	0
BenchmarkBodyUpdate/map4096/hash1m/Rebuild	215248.0	214826.0	224622.0	3	0
BenchmarkBodyUpdate/map4096/hash1m/Update	104729.0	104323.0	107727.0	3	0
BenchmarkBodyUpdate/map4096/hash2m/Rebuild	110286.0	106745.0	111109.0	3	0
BenchmarkBodyUpdate/map4096/hash2m/Update	40228.0	39287.0	40830.0	3	0
BenchmarkBodyUpdate/map4096/hash4m/Rebuild	80825.0	78030.0	82443.0	3	0
BenchmarkBodyUpdate/map4096/hash4m/Update	30956.0	30560.0	31920.0	3	0
BenchmarkStaticChange/scatter/hash1m/Replace	28.8	28.8	29.7	3	0
BenchmarkStaticChange/scatter/hash1m/Rebuild	96245.0	95968.0	103044.0	3	0
BenchmarkStaticChange/scatter/hash2m/Replace	23.4	23.0	23.7	3	0
BenchmarkStaticChange/scatter/hash2m/Rebuild	73642.0	72972.0	76487.0	3	0
BenchmarkStaticChange/scatter/hash4m/Replace	22.9	22.8	23.1	3	0
BenchmarkStaticChange/scatter/hash4m/Rebuild	63624.0	63061.0	63936.0	3	0
BenchmarkStaticChange/rooms16/hash1m/Replace	27.6	27.5	29.0	3	0
BenchmarkStaticChange/rooms16/hash1m/Rebuild	224196.0	223638.0	343597.0	3	0
BenchmarkStaticChange/rooms16/hash2m/Replace	23.4	23.1	23.7	3	0
BenchmarkStaticChange/rooms16/hash2m/Rebuild	133397.0	132255.0	136304.0	3	0
BenchmarkStaticChange/rooms16/hash4m/Replace	23.6	23.4	24.0	3	0
BenchmarkStaticChange/rooms16/hash4m/Rebuild	78412.0	76956.0	80464.0	3	0
BenchmarkStaticChange/rooms16cells/hash1m/Replace	30.5	30.1	30.8	3	0
BenchmarkStaticChange/rooms16cells/hash1m/Rebuild	412404.0	405834.0	420894.0	3	0
BenchmarkStaticChange/rooms16cells/hash2m/Replace	24.0	23.9	24.8	3	0
BenchmarkStaticChange/rooms16cells/hash2m/Rebuild	325972.0	322320.0	345049.0	3	0
BenchmarkStaticChange/rooms16cells/hash4m/Replace	17.6	17.4	19.7	3	0
BenchmarkStaticChange/rooms16cells/hash4m/Rebuild	241083.0	236929.0	255156.0	3	0
BenchmarkStaticChange/halls64/hash1m/Replace	30.8	29.2	31.0	3	0
BenchmarkStaticChange/halls64/hash1m/Rebuild	35296.0	32243.0	38412.0	3	0
BenchmarkStaticChange/halls64/hash2m/Replace	22.8	22.7	23.5	3	0
BenchmarkStaticChange/halls64/hash2m/Rebuild	16419.0	16195.0	17043.0	3	0
BenchmarkStaticChange/halls64/hash4m/Replace	18.1	17.2	23.7	3	0
BenchmarkStaticChange/halls64/hash4m/Rebuild	9952.0	9657.0	9996.0	3	0
